YJコード,品名,成分名,規格,薬価,経過措置期限
1121001X1018,ブロモバレリル尿素,ブロモバレリル尿素,１ｇ,7.5,
1123001X1012,抱水クロラール,抱水クロラール,１ｇ,36.9,
1124001B1039,ユーロジン散１％,エスタゾラム,１％１ｇ,36,
1124001F1022,ユーロジン１ｍｇ錠,エスタゾラム,１ｍｇ１錠,6.3,
1124001F1030,エスタゾラム錠１ｍｇ「アメル」,エスタゾラム,１ｍｇ１錠,6.3,
1124001F2029,ユーロジン２ｍｇ錠,エスタゾラム,２ｍｇ１錠,7.4,
1124001F2037,エスタゾラム錠２ｍｇ「アメル」,エスタゾラム,２ｍｇ１錠,6.3,
1124002M2022,ダルメートカプセル１５,フルラゼパム塩酸塩,１５ｍｇ１カプセル,6.3,
1124003C1017,ニトラゼパム１％細粒,ニトラゼパム,１％１ｇ,16.2,
1124003C1092,ベンザリン細粒１％,ニトラゼパム,１％１ｇ,21.1,
1124003F1021,ベンザリン錠２,ニトラゼパム,２ｍｇ１錠,7.9,
1124003F2010,ニトラゼパム５ｍｇ錠,ニトラゼパム,５ｍｇ１錠,6.3,
1124003F2222,ベンザリン錠５,ニトラゼパム,５ｍｇ１錠,7.2,
1124003F3016,ニトラゼパム１０ｍｇ錠,ニトラゼパム,１０ｍｇ１錠,6.3,
1124003F3121,ベンザリン錠１０,ニトラゼパム,１０ｍｇ１錠,11.7,
1124007F1011,トリアゾラム０．１２５ｍｇ錠,トリアゾラム,０．１２５ｍｇ１錠,6.1,
1124007F1020,ハルシオン０．１２５ｍｇ錠,トリアゾラム,０．１２５ｍｇ１錠,6.3,
1124007F2018,トリアゾラム０．２５ｍｇ錠,トリアゾラム,０．２５ｍｇ１錠,6.3,
1124007F2026,ハルシオン０．２５ｍｇ錠,トリアゾラム,０．２５ｍｇ１錠,6.4,
1124008F1016,フルニトラゼパム１ｍｇ錠,フルニトラゼパム,１ｍｇ１錠,6.1,
1124008F1024,サイレース錠１ｍｇ,フルニトラゼパム,１ｍｇ１錠,6.4,
1124008F2012,フルニトラゼパム２ｍｇ錠,フルニトラゼパム,２ｍｇ１錠,6.3,
1124008F2020,サイレース錠２ｍｇ,フルニトラゼパム,２ｍｇ１錠,7.4,
1124009F1010,ブロチゾラム０．２５ｍｇ錠,ブロチゾラム,０．２５ｍｇ１錠,10.8,
1124009F1223,レンドルミン錠０．２５ｍｇ,ブロチゾラム,０．２５ｍｇ１錠,10.8,
1124009F2017,ブロチゾラム０．２５ｍｇ口腔内崩壊錠,ブロチゾラム,０．２５ｍｇ１錠,10.8,
1124009F2025,レンドルミンＤ錠０．２５ｍｇ,ブロチゾラム,０．２５ｍｇ１錠,10.8,
1124010F1021,エバミール錠１．０,ロルメタゼパム,１ｍｇ１錠,9.5,
1124010F1030,ロラメット錠１．０,ロルメタゼパム,１ｍｇ１錠,12.5,
1124013B1031,セレナール散１０％,オキサゾラム,１０％１ｇ,22.5,
1124013F1033,セレナール錠５,オキサゾラム,５ｍｇ１錠,6.3,
1124013F2064,セレナール錠１０,オキサゾラム,１０ｍｇ１錠,6.3,
1124014B1036,セパゾン散１％,クロキサゾラム,１％１ｇ,16.6,
1124014F1038,セパゾン錠１,クロキサゾラム,１ｍｇ１錠,6.3,
1124014F2034,セパゾン錠２,クロキサゾラム,２ｍｇ１錠,6.3,
1124015M2038,メンドンカプセル７．５ｍｇ,クロラゼプ酸二カリウム,７．５ｍｇ１カプセル,10.8,
1124017B1129,セルシン散１％,ジアゼパム,１％１ｇ,9.4,
1124017B1145,ホリゾン散１％,ジアゼパム,１％１ｇ,10.6,
1124017F2011,ジアゼパム２ｍｇ錠,ジアゼパム,２ｍｇ１錠,6.1,
1124017F2135,２ｍｇセルシン錠,ジアゼパム,２ｍｇ１錠,6.4,
1124017F2151,ホリゾン錠２ｍｇ,ジアゼパム,２ｍｇ１錠,6.4,
1124017F4014,ジアゼパム５ｍｇ錠,ジアゼパム,５ｍｇ１錠,6.2,
1124017F4049,５ｍｇセルシン錠,ジアゼパム,５ｍｇ１錠,10,
1124017F4162,ホリゾン錠５ｍｇ,ジアゼパム,５ｍｇ１錠,10,
1124017F5037,１０ｍｇセルシン錠,ジアゼパム,１０ｍｇ１錠,10.8,
1124017F5096,ジアゼパム錠１０ｍｇ「ツルハラ」,ジアゼパム,１０ｍｇ１錠,6.1,
1124020C1045,レキソタン細粒１％,ブロマゼパム,１％１ｇ,14.9,
1124020C1061,ブロマゼパム細粒１％「サンド」,ブロマゼパム,１％１ｇ,15.5,
1124020F1025,レキソタン錠１,ブロマゼパム,１ｍｇ１錠,6.3,
1124020F1041,ブロマゼパム錠１ｍｇ「サンド」,ブロマゼパム,１ｍｇ１錠,6.3,
1124020F2030,レキソタン錠２,ブロマゼパム,２ｍｇ１錠,6.3,
1124020F2056,ブロマゼパム錠２ｍｇ「サンド」,ブロマゼパム,２ｍｇ１錠,6.3,
1124020F3044,ブロマゼパム錠３ｍｇ「サンド」,ブロマゼパム,３ｍｇ１錠,6.3,
1124020F4032,レキソタン錠５,ブロマゼパム,５ｍｇ１錠,6.3,
1124020F4059,ブロマゼパム錠５ｍｇ「サンド」,ブロマゼパム,５ｍｇ１錠,6.3,
1124021F1046,メダゼパム錠２（ツルハラ）,メダゼパム,２ｍｇ１錠,8.3,
1124021F1054,レスミット錠２,メダゼパム,２ｍｇ１錠,6.3,
1124021F2123,メダゼパム錠５（ツルハラ）,メダゼパム,５ｍｇ１錠,6.3,
1124021F2166,レスミット錠５,メダゼパム,５ｍｇ１錠,6.3,
1124022F1067,ワイパックス錠０．５,ロラゼパム,０．５ｍｇ１錠,6.3,
1124022F1083,ロラゼパム錠０．５ｍｇ「サワイ」,ロラゼパム,０．５ｍｇ１錠,6.3,
1124022F2071,ワイパックス錠１．０,ロラゼパム,１ｍｇ１錠,6.3,
1124022F2110,ロラゼパム錠１ｍｇ「サワイ」,ロラゼパム,１ｍｇ１錠,6.3,
1124023F1010,アルプラゾラム０．４ｍｇ錠,アルプラゾラム,０．４ｍｇ１錠,6.3,
1124023F1029,コンスタン０．４ｍｇ錠,アルプラゾラム,０．４ｍｇ１錠,6.3,
1124023F1037,ソラナックス０．４ｍｇ錠,アルプラゾラム,０．４ｍｇ１錠,6.3,
1124023F2017,アルプラゾラム０．８ｍｇ錠,アルプラゾラム,０．８ｍｇ１錠,6.3,
1124023F2025,コンスタン０．８ｍｇ錠,アルプラゾラム,０．８ｍｇ１錠,6.8,
1124023F2033,ソラナックス０．８ｍｇ錠,アルプラゾラム,０．８ｍｇ１錠,6.4,
1124023F2084,アルプラゾラム錠０．８ｍｇ「アメル」,アルプラゾラム,０．８ｍｇ１錠,8.1,
1124026C1115,トフィソパム細粒１０％「ツルハラ」,トフィソパム,１０％１ｇ,10.4,
1124026F1014,トフィソパム５０ｍｇ錠,トフィソパム,５０ｍｇ１錠,6.3,
1124026F1022,グランダキシン錠５０,トフィソパム,５０ｍｇ１錠,6.9,
1124028B1011,クロルジアゼポキシド散,クロルジアゼポキシド,１％１ｇ,8,
1124028B1062,クロルジアゼポキシド散１％「ツルハラ」,クロルジアゼポキシド,１％１ｇ,11,
1124028B2018,クロルジアゼポキシド散,クロルジアゼポキシド,１０％１ｇ,27.6,
1124028F1013,クロルジアゼポキシド錠,クロルジアゼポキシド,５ｍｇ１錠,10.8,
1124028F2010,クロルジアゼポキシド錠,クロルジアゼポキシド,１０ｍｇ１錠,10.8,
1124029C1038,メイラックス細粒１％,ロフラゼプ酸エチル,１％１ｇ,101.6,
1124029F1018,ロフラゼプ酸エチル１ｍｇ錠,ロフラゼプ酸エチル,１ｍｇ１錠,10.8,
1124029F1026,メイラックス錠１ｍｇ,ロフラゼプ酸エチル,１ｍｇ１錠,10.8,
1124029F2014,ロフラゼプ酸エチル２ｍｇ錠,ロフラゼプ酸エチル,２ｍｇ１錠,10.8,
1124029F2022,メイラックス錠２ｍｇ,ロフラゼプ酸エチル,２ｍｇ１錠,12.7,
1124030F1010,クアゼパム１５ｍｇ錠,クアゼパム,１５ｍｇ１錠,20.6,
1124030F1029,ドラール錠１５,クアゼパム,１５ｍｇ１錠,30.9,
1124030F2017,クアゼパム２０ｍｇ錠,クアゼパム,２０ｍｇ１錠,26.7,
1124030F2025,ドラール錠２０,クアゼパム,２０ｍｇ１錠,40.1,
1124031Q1024,ドルミカムシロップ２ｍｇ／ｍＬ,ミダゾラム,０．２％１ｍＬ,1117.8,
1125001X1017,アモバルビタール,アモバルビタール,１ｇ,39.5,
1125002X1011,バルビタール,バルビタール,１ｇ,10,
1125003B2015,フェノバルビタール散１０％,フェノバルビタール,１０％１ｇ,8,
1125003B2031,フェノバール散１０％,フェノバルビタール,１０％１ｇ,10,
1125003X1016,フェノバルビタール,フェノバルビタール,１ｇ,46.3,
1125004F1023,フェノバール錠３０ｍｇ,フェノバルビタール,３０ｍｇ１錠,10.8,
1125004S1030,フェノバールエリキシル０．４％,フェノバルビタール,０．４％１ｍＬ,2,
1125006F1030,ラボナ錠５０ｍｇ,ペントバルビタールカルシウム,５０ｍｇ１錠,10.8,
1126001X1014,臭化カリウム,臭化カリウム,１０ｇ,82.6,
1126002X1019,臭化ナトリウム,臭化ナトリウム,１０ｇ,83.5,
1129004Q1031,トリクロリールシロップ１０％,トリクロホスナトリウム,１０％１ｍＬ,10.9,
1129006F1021,リスミー錠１ｍｇ,リルマザホン塩酸塩水和物,１ｍｇ１錠,10.8,
1129006F2028,リスミー錠２ｍｇ,リルマザホン塩酸塩水和物,２ｍｇ１錠,13.8,
1129007F1018,ゾピクロン７．５ｍｇ錠,ゾピクロン,７．５ｍｇ１錠,10.8,
1129007F1026,アモバン錠７．５,ゾピクロン,７．５ｍｇ１錠,10.9,R9.3.31まで
1129007F2014,ゾピクロン１０ｍｇ錠,ゾピクロン,１０ｍｇ１錠,10.8,
1129007F2022,アモバン錠１０,ゾピクロン,１０ｍｇ１錠,11.5,R9.3.31まで
1129008F1012,タンドスピロンクエン酸塩５ｍｇ錠,タンドスピロンクエン酸塩,５ｍｇ１錠,6.3,
1129008F1039,セディール錠５ｍｇ,タンドスピロンクエン酸塩,５ｍｇ１錠,7.4,
1129008F2019,タンドスピロンクエン酸塩１０ｍｇ錠,タンドスピロンクエン酸塩,１０ｍｇ１錠,8.4,
1129008F2035,セディール錠１０ｍｇ,タンドスピロンクエン酸塩,１０ｍｇ１錠,12.2,
1129008F3015,タンドスピロンクエン酸塩２０ｍｇ錠,タンドスピロンクエン酸塩,２０ｍｇ１錠,16.5,
1129008F3023,セディール錠２０ｍｇ,タンドスピロンクエン酸塩,２０ｍｇ１錠,21.3,R9.3.31まで
1129009F1017,ゾルピデム酒石酸塩５ｍｇ錠,ゾルピデム酒石酸塩,５ｍｇ１錠,10.8,
1129009F1025,マイスリー錠５ｍｇ,ゾルピデム酒石酸塩,５ｍｇ１錠,13.8,
1129009F2013,ゾルピデム酒石酸塩１０ｍｇ錠,ゾルピデム酒石酸塩,１０ｍｇ１錠,10.8,
1129009F2021,マイスリー錠１０ｍｇ,ゾルピデム酒石酸塩,１０ｍｇ１錠,21.5,
1129009F2048,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＦＰ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F2110,ゾルピデム酒石酸塩錠１０ｍｇ「ＪＧ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F2234,ゾルピデム酒石酸塩錠１０ｍｇ「ケミファ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F2285,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F2293,ゾルピデム酒石酸塩錠１０ｍｇ「日医工」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F2366,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＰＩ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F2374,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＩＧ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,13,
1129009F3010,ゾルピデム酒石酸塩５ｍｇ口腔内崩壊錠,ゾルピデム酒石酸塩,５ｍｇ１錠,10.8,
1129009F4040,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,10.8,
1129009F4059,ゾルピデム酒石酸塩ＯＤフィルム１０ｍｇ「モチダ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F4067,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「トーワ」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,
1129009F4075,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「日医工」,ゾルピデム酒石酸塩,１０ｍｇ１錠,14.1,R9.3.31まで
1129009S1023,ゾルピデム酒石酸塩内用液５ｍｇ「タカタ」,ゾルピデム酒石酸塩,５ｍｇ１ｍＬ１包,26.6,
1129009S2020,ゾルピデム酒石酸塩内用液１０ｍｇ「タカタ」,ゾルピデム酒石酸塩,１０ｍｇ２ｍＬ１包,30.7,
1129010F1010,エスゾピクロン１ｍｇ錠,エスゾピクロン,１ｍｇ１錠,6.7,
1129010F1028,ルネスタ錠１ｍｇ,エスゾピクロン,１ｍｇ１錠,24.2,
1129010F1044,エスゾピクロン錠１ｍｇ「ＫＭＰ」,エスゾピクロン,１ｍｇ１錠,9.1,
1129010F1052,エスゾピクロン錠１ｍｇ「ＮＰＩ」,エスゾピクロン,１ｍｇ１錠,8.7,
1129010F1079,エスゾピクロン錠１ｍｇ「ＹＤ」,エスゾピクロン,１ｍｇ１錠,8.3,
1129010F1150,エスゾピクロン錠１ｍｇ「明治」,エスゾピクロン,１ｍｇ１錠,8.3,
1129010F2016,エスゾピクロン２ｍｇ錠,エスゾピクロン,２ｍｇ１錠,10.8,
1129010F2024,ルネスタ錠２ｍｇ,エスゾピクロン,２ｍｇ１錠,40.3,
1129010F2040,エスゾピクロン錠２ｍｇ「ＫＭＰ」,エスゾピクロン,２ｍｇ１錠,15.3,
1129010F2059,エスゾピクロン錠２ｍｇ「ＮＰＩ」,エスゾピクロン,２ｍｇ１錠,14.4,
1129010F2156,エスゾピクロン錠２ｍｇ「明治」,エスゾピクロン,２ｍｇ１錠,12.9,
1129010F3012,エスゾピクロン３ｍｇ錠,エスゾピクロン,３ｍｇ１錠,12.2,
1129010F3020,ルネスタ錠３ｍｇ,エスゾピクロン,３ｍｇ１錠,45.6,
1129010F3047,エスゾピクロン錠３ｍｇ「ＫＭＰ」,エスゾピクロン,３ｍｇ１錠,19.4,
1129010F3055,エスゾピクロン錠３ｍｇ「ＮＰＩ」,エスゾピクロン,３ｍｇ１錠,17.4,
1129010F3071,エスゾピクロン錠３ｍｇ「ＹＤ」,エスゾピクロン,３ｍｇ１錠,16.7,
1129010F3080,エスゾピクロン錠３ｍｇ「アメル」,エスゾピクロン,３ｍｇ１錠,16.7,
1129010F3098,エスゾピクロン錠３ｍｇ「杏林」,エスゾピクロン,３ｍｇ１錠,17.9,
1129010F3128,エスゾピクロン錠３ｍｇ「トーワ」,エスゾピクロン,３ｍｇ１錠,16.7,
1129010F3136,エスゾピクロン錠３ｍｇ「日新」,エスゾピクロン,３ｍｇ１錠,16.7,
1129010F3152,エスゾピクロン錠３ｍｇ「明治」,エスゾピクロン,３ｍｇ１錠,16.7,
1131001A1038,クランポール末,アセチルフェネトライド,１ｇ,164.6,
1131001F1035,クランポール錠２００ｍｇ,アセチルフェネトライド,２００ｍｇ１錠,55.8,
1132001A1035,アクセノン末,エトトイン,１ｇ,201.2,
1132002B1019,フェニトイン散,フェニトイン,１０％１ｇ,15.7,
1132002F1010,フェニトイン錠,フェニトイン,２５ｍｇ１錠,11.9,
1132002F1037,アレビアチン錠２５ｍｇ,フェニトイン,２５ｍｇ１錠,12.1,
1132002F2017,フェニトイン錠,フェニトイン,１００ｍｇ１錠,12.8,
1132002F2041,アレビアチン錠１００ｍｇ,フェニトイン,１００ｍｇ１錠,12.9,
1133002B1032,ミノアレ散６６．７％,トリメタジオン,６６．７％１ｇ,36.2,
1135002C1059,プリミドン細粒９９．５％「日医工」,プリミドン,９９．５％１ｇ,72.4,
1135002F1055,プリミドン錠２５０ｍｇ「日医工」,プリミドン,２５０ｍｇ１錠,22.5,
1137001F1039,オスポロット錠５０ｍｇ,スルチアム,５０ｍｇ１錠,25,
1137001F2035,オスポロット錠２００ｍｇ,スルチアム,２００ｍｇ１錠,64,
1139001B1031,エピレオプチマル散５０％,エトスクシミド,５０％１ｇ,20.8,
1139001Q1042,ザロンチンシロップ５％,エトスクシミド,５％１ｍＬ,7.1,
1139002C1066,カルバマゼピン細粒５０％「アメル」,カルバマゼピン,５０％１ｇ,25.1,
1139002C1082,テグレトール細粒５０％,カルバマゼピン,５０％１ｇ,25.1,
1139002C1090,カルバマゼピン細粒５０％「フジナガ」,カルバマゼピン,５０％１ｇ,25.1,
1139002F1011,カルバマゼピン２００ｍｇ錠,カルバマゼピン,２００ｍｇ１錠,7.4,
1139002F1062,テグレトール錠２００ｍｇ,カルバマゼピン,２００ｍｇ１錠,7.4,
1139002F1070,カルバマゼピン錠２００ｍｇ「アメル」,カルバマゼピン,２００ｍｇ１錠,10,
1139002F2018,カルバマゼピン１００ｍｇ錠,カルバマゼピン,１００ｍｇ１錠,6.3,
1139002F2026,テグレトール錠１００ｍｇ,カルバマゼピン,１００ｍｇ１錠,6.3,
1139002F2042,カルバマゼピン錠１００ｍｇ「アメル」,カルバマゼピン,１００ｍｇ１錠,6.3,
1139003C1044,リボトリール細粒０．１％,クロナゼパム,０．１％１ｇ,8,
1139003C1052,ランドセン細粒０．１％,クロナゼパム,０．１％１ｇ,8,R9.3.31まで
1139003C2040,リボトリール細粒０．５％,クロナゼパム,０．５％１ｇ,32.5,
1139003C2059,ランドセン細粒０．５％,クロナゼパム,０．５％１ｇ,28.8,R9.3.31まで
1139003F1040,リボトリール錠０．５ｍｇ,クロナゼパム,０．５ｍｇ１錠,9.9,
1139003F1059,ランドセン錠０．５ｍｇ,クロナゼパム,０．５ｍｇ１錠,9.9,
1139003F2047,リボトリール錠１ｍｇ,クロナゼパム,１ｍｇ１錠,10.8,
1139003F2055,ランドセン錠１ｍｇ,クロナゼパム,１ｍｇ１錠,10.8,
1139003F3043,リボトリール錠２ｍｇ,クロナゼパム,２ｍｇ１錠,11,
1139003F3051,ランドセン錠２ｍｇ,クロナゼパム,２ｍｇ１錠,11.6,
1139004C1049,バルプロ酸ナトリウム細粒２０％「ＥＭＥＣ」,バルプロ酸ナトリウム,２０％１ｇ,18.1,
1139004C2061,デパケン細粒４０％,バルプロ酸ナトリウム,４０％１ｇ,19,
1139004C2070,バルプロ酸ナトリウム細粒４０％「ＥＭＥＣ」,バルプロ酸ナトリウム,４０％１ｇ,25.9,
1139004D1010,バルプロ酸ナトリウム４０％徐放顆粒,バルプロ酸ナトリウム,４０％１ｇ,23.6,
1139004D1052,セレニカＲ顆粒４０％,バルプロ酸ナトリウム,４０％１ｇ,36.7,
1139004F1010,バルプロ酸ナトリウム１００ｍｇ錠,バルプロ酸ナトリウム,１００ｍｇ１錠,10.8,
1139004F1096,デパケン錠１００ｍｇ,バルプロ酸ナトリウム,１００ｍｇ１錠,10.8,
1139004F2165,バルプロ酸ナトリウム錠２００ｍｇ「アメル」,バルプロ酸ナトリウム,２００ｍｇ１錠,14.1,
1139004F2173,デパケン錠２００ｍｇ,バルプロ酸ナトリウム,２００ｍｇ１錠,10.8,
1139004F2190,バルプロ酸Ｎａ錠２００ｍｇ「フジナガ」,バルプロ酸ナトリウム,２００ｍｇ１錠,11.2,
1139004F2203,バルプロ酸ナトリウム錠２００ｍｇ「ＤＳＰ」,バルプロ酸ナトリウム,２００ｍｇ１錠,14.1,
1139004G1016,バルプロ酸ナトリウム１００ｍｇ徐放錠,バルプロ酸ナトリウム,１００ｍｇ１錠,10.8,
1139004G1040,デパケンＲ錠１００ｍｇ,バルプロ酸ナトリウム,１００ｍｇ１錠,10.8,
1139004G2039,セレニカＲ錠２００ｍｇ,バルプロ酸ナトリウム,２００ｍｇ１錠,10.8,
1139004G2055,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,バルプロ酸ナトリウム,２００ｍｇ１錠,12.3,
1139004G2063,デパケンＲ錠２００ｍｇ,バルプロ酸ナトリウム,２００ｍｇ１錠,10.8,
1139004G2080,バルプロ酸ナトリウム徐放錠Ａ２００ｍｇ「トーワ」,バルプロ酸ナトリウム,２００ｍｇ１錠,10.8,
1139004G3027,セレニカＲ錠４００ｍｇ,バルプロ酸ナトリウム,４００ｍｇ１錠,16.6,
1139004Q1011,バルプロ酸ナトリウム５％シロップ,バルプロ酸ナトリウム,５％１ｍＬ,10.9,
1139004Q1100,デパケンシロップ５％,バルプロ酸ナトリウム,５％１ｍＬ,10.9,
1139004Q1119,バルプロ酸ナトリウムシロップ５％「日医工」,バルプロ酸ナトリウム,５％１ｍＬ,10.9,
1139004Q1127,バルプロ酸Ｎａシロップ５％「フジナガ」,バルプロ酸ナトリウム,５％１ｍＬ,10.9,
1139005B1048,エクセグラン散２０％,ゾニサミド,２０％１ｇ,25.2,
1139005B1056,ゾニサミド散２０％「アメル」,ゾニサミド,２０％１ｇ,23.8,
1139005F1015,ゾニサミド１００ｍｇ錠,ゾニサミド,１００ｍｇ１錠,10.8,
1139005F1023,エクセグラン錠１００ｍｇ,ゾニサミド,１００ｍｇ１錠,12.6,
1139006C1030,マイスタン細粒１％,クロバザム,１％１ｇ,20.2,
1139006F1028,マイスタン錠５ｍｇ,クロバザム,５ｍｇ１錠,11.4,
1139006F2024,マイスタン錠１０ｍｇ,クロバザム,１０ｍｇ１錠,20.7,
1139007F1022,ガバペン錠２００ｍｇ,ガバペンチン,２００ｍｇ１錠,24.2,
1139007F2029,ガバペン錠３００ｍｇ,ガバペンチン,３００ｍｇ１錠,31,
1139007F3025,ガバペン錠４００ｍｇ,ガバペンチン,４００ｍｇ１錠,40.1,
1139007Q1023,ガバペンシロップ５％,ガバペンチン,５％１ｍＬ,17,
1139008C1020,トピナ細粒１０％,トピラマート,１０％１ｇ,92.8,
1139008F1027,トピナ錠５０ｍｇ,トピラマート,５０ｍｇ１錠,36.1,
1139008F1035,トピラマート錠５０ｍｇ「アメル」,トピラマート,５０ｍｇ１錠,18.4,
1139008F2023,トピナ錠１００ｍｇ,トピラマート,１００ｍｇ１錠,59.9,
1139008F2031,トピラマート錠１００ｍｇ「アメル」,トピラマート,１００ｍｇ１錠,25.6,
1139008F3020,トピナ錠２５ｍｇ,トピラマート,２５ｍｇ１錠,16.5,
1139008F3038,トピラマート錠２５ｍｇ「アメル」,トピラマート,２５ｍｇ１錠,8.6,
1139009F1013,ラモトリギン２ｍｇ錠,ラモトリギン,２ｍｇ１錠,6.3,
1139009F1021,ラミクタール錠小児用２ｍｇ,ラモトリギン,２ｍｇ１錠,6.3,
1139009F2010,ラモトリギン５ｍｇ錠,ラモトリギン,５ｍｇ１錠,6.3,
1139009F2028,ラミクタール錠小児用５ｍｇ,ラモトリギン,５ｍｇ１錠,6.3,
1139009F3016,ラモトリギン２５ｍｇ錠,ラモトリギン,２５ｍｇ１錠,6.3,
1139009F3024,ラミクタール錠２５ｍｇ,ラモトリギン,２５ｍｇ１錠,21.3,
1139009F3032,ラモトリギン錠２５ｍｇ「ＪＧ」,ラモトリギン,２５ｍｇ１錠,26.9,
1139009F3040,ラモトリギン錠２５ｍｇ「アメル」,ラモトリギン,２５ｍｇ１錠,10.4,
1139009F3059,ラモトリギン錠２５ｍｇ「サワイ」,ラモトリギン,２５ｍｇ１錠,10.4,
1139009F3067,ラモトリギン錠２５ｍｇ「トーワ」,ラモトリギン,２５ｍｇ１錠,10.4,
1139009F4012,ラモトリギン１００ｍｇ錠,ラモトリギン,１００ｍｇ１錠,21.7,
1139009F4020,ラミクタール錠１００ｍｇ,ラモトリギン,１００ｍｇ１錠,54.4,
1139009F4039,ラモトリギン錠１００ｍｇ「ＪＧ」,ラモトリギン,１００ｍｇ１錠,73,
1139009F4047,ラモトリギン錠１００ｍｇ「アメル」,ラモトリギン,１００ｍｇ１錠,25.3,
1139009F4055,ラモトリギン錠１００ｍｇ「サワイ」,ラモトリギン,１００ｍｇ１錠,25.3,
1139009F4063,ラモトリギン錠１００ｍｇ「トーワ」,ラモトリギン,１００ｍｇ１錠,25.3,
1139010F1024,イーケプラ錠２５０ｍｇ,レベチラセタム,２５０ｍｇ１錠,61.2,
1139010F1032,レベチラセタム錠２５０ｍｇ「ＪＧ」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1040,レベチラセタム錠２５０ｍｇ「ＶＴＲＳ」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1059,レベチラセタム錠２５０ｍｇ「アメル」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1067,レベチラセタム錠２５０ｍｇ「杏林」,レベチラセタム,２５０ｍｇ１錠,24,
1139010F1075,レベチラセタム錠２５０ｍｇ「サワイ」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1083,レベチラセタム錠２５０ｍｇ「タカタ」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1091,レベチラセタム錠２５０ｍｇ「トーワ」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1105,レベチラセタム錠２５０ｍｇ「日医工」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1113,レベチラセタム錠２５０ｍｇ「日新」,レベチラセタム,２５０ｍｇ１錠,24.7,
1139010F1121,レベチラセタム錠２５０ｍｇ「フェルゼン」,レベチラセタム,２５０ｍｇ１錠,24.2,
1139010F1130,レベチラセタム錠２５０ｍｇ「明治」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F1148,レベチラセタム錠２５０ｍｇ「サンド」,レベチラセタム,２５０ｍｇ１錠,22.7,
1139010F2020,イーケプラ錠５００ｍｇ,レベチラセタム,５００ｍｇ１錠,100.3,
1139010F2039,レベチラセタム錠５００ｍｇ「ＪＧ」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2047,レベチラセタム錠５００ｍｇ「ＶＴＲＳ」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2055,レベチラセタム錠５００ｍｇ「アメル」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2063,レベチラセタム錠５００ｍｇ「杏林」,レベチラセタム,５００ｍｇ１錠,43.6,
1139010F2071,レベチラセタム錠５００ｍｇ「サワイ」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2080,レベチラセタム錠５００ｍｇ「タカタ」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2098,レベチラセタム錠５００ｍｇ「トーワ」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2101,レベチラセタム錠５００ｍｇ「日医工」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2110,レベチラセタム錠５００ｍｇ「日新」,レベチラセタム,５００ｍｇ１錠,38.9,
1139010F2128,レベチラセタム錠５００ｍｇ「フェルゼン」,レベチラセタム,５００ｍｇ１錠,40.1,
1139010F2136,レベチラセタム錠５００ｍｇ「明治」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F2144,レベチラセタム錠５００ｍｇ「サンド」,レベチラセタム,５００ｍｇ１錠,36.8,
1139010F3027,レベチラセタム粒状錠２５０ｍｇ「サワイ」,レベチラセタム,２５０ｍｇ１包,24.6,
1139010F4023,レベチラセタム粒状錠５００ｍｇ「サワイ」,レベチラセタム,５００ｍｇ１包,36.8,
1139010R1020,イーケプラドライシロップ５０％,レベチラセタム,５０％１ｇ,119.6,
